Month,Years,Deterministic_Total,MC_Mean_Total,MC_P05_Stable,MC_P25,MC_P50,MC_P75,MC_P95,Analytical_Expected,Analytical_P05_Stable,Bifurcation_Total,Bifurcation_Stable,Bifurcation_NonStable
196,16.333333333333332,35860.77071973735,36943.810737763866,16900.533197659144,24995.055737855208,33411.96001413684,45727.12895313352,68517.20799200438,35870.24112246075,13819.771318472862,85997.31049287762,85997.31049287762,0.0
197,16.416666666666668,35327.24237416624,36395.26115311256,16599.513261432894,24590.87440460375,32915.44702272944,45089.89787075674,67644.32607528153,35336.64911139991,13557.29691994747,85173.79814836234,85173.79814836234,0.0
198,16.5,34802.719158489315,35856.21829805263,16330.07252598945,24191.121132805696,32416.419047911804,44415.5344346025,66686.70657991766,34812.06230895865,13300.478156747435,84358.57312675673,84358.57312675673,0.0
199,16.583333333333332,34287.02836509191,35325.998477155386,16055.532182485662,23799.60372498895,31924.445480660834,43775.21356192313,65818.58885027385,34296.3080151419,13049.178654197673,83551.54666504051,83551.54666504051,0.0
200,16.666666666666668,33780.001035198235,34804.55743745883,15738.78612765363,23393.55274740557,31461.832352677302,43188.78412997907,64896.98994176461,33789.21728140313,12803.265670839108,82752.631024318,82752.631024318,0.0
201,16.75,33281.47186744231,34291.8555186701,15443.71631334236,23005.322456846145,30983.12253888823,42569.67971403586,63956.1173868747,33290.62481576956,12562.609991506131,81961.73947696932,81961.73947696932,0.0
202,16.833333333333332,32791.27912892302,33787.28580947266,15183.783876674683,22627.309859719884,30515.170217216408,41978.58646541752,63184.74358950934,32800.36889402203,12327.085825095313,81178.78629397789,81178.78629397789,0.0
203,16.916666666666668,32309.264568668605,33290.964093822426,14899.820953994325,22248.431508317735,30028.55253662516,41428.33501008619,62402.631496524904,32318.29127367235,12096.570705681232,80403.68673243158,80403.68673243158,0.0
204,17.0,31835.273333438574,32802.93753031497,14646.796573767002,21867.17442707865,29588.65887860403,40835.90258125781,61603.01015050794,31844.237109700927,11870.945396509042,79636.35702319474,79636.35702319474,0.0
205,17.083333333333332,31369.153885793316,32322.689022044688,14391.025144348461,21509.084483356582,29141.481334912212,40233.29460498275,60920.40849280975,31378.054873486475,11650.093797323789,78876.71435874871,78876.71435874871,0.0
206,17.166666666666668,30910.757924363897,31850.30725417025,14152.780478000368,21168.05862327994,28705.94736013277,39643.241466491745,60239.57906339373,30919.59627030188,11433.902853241043,78124.67688119819,78124.67688119819,0.0
207,17.25,30459.940306256874,31385.698263921844,13910.026737562044,20822.860409180976,28298.16154511248,39123.057241258146,59578.21802064856,30468.71616563198,11222.262468903911,77380.16367044112,77380.16367044112,0.0
208,17.333333333333332,30016.558971530918,30928.948592586155,13660.173969679003,20466.760814070287,27864.70918106672,38578.237129010384,58841.54197539652,30025.27250560433,11015.06542238761,76643.09473249939,76643.09473249939,0.0
209,17.416666666666668,29580.47486968423,30479.554049596984,13427.160626754758,20139.41128994271,27451.933729969867,38034.77344825257,58067.681223086845,29589.126246076154,10812.20728418448,75913.39098800832,75913.39098800832,0.0
210,17.5,29151.551888093585,30037.458671357173,13199.348216086153,19830.48529612993,27041.812111326566,37525.701224568606,57303.649478853185,29160.141282332654,10613.58633820546,75190.97426086228,75190.97426086228,0.0
211,17.583333333333332,28729.656782347825,29602.45498717777,12978.228830416621,19502.961090651283,26609.40159693734,36988.71872816455,56510.16687316285,28738.18437903791,10419.103504619767,74475.7672670142,74475.7672670142,0.0
212,17.666666666666668,28314.65910842042,29174.61258885971,12758.023166555788,19176.00542794276,26186.87920550671,36440.18780499697,55822.59615155173,28323.125097683907,10228.662263494696,73767.69360342684,73767.69360342684,0.0
213,17.75,27906.431156627496,28753.568373950486,12492.462215947004,18856.80279067811,25805.73249520031,35892.63134323368,55190.57909070744,27914.835732507563,10042.168583168157,73066.67773717332,73066.67773717332,0.0
214,17.833333333333332,27504.847887319465,28339.342400225865,12259.751719057134,18545.32537567243,25399.994264098947,35385.29508238341,54599.71016142532,27513.19124957391,9859.530851327761,72372.64499468483,72372.64499468483,0.0
215,17.916666666666668,27109.786868255964,27931.726018646164,12040.37345706468,18235.519406403753,25003.16379341371,34875.97024176092,53933.811982629,27118.069224066912,9680.659806959002,71685.52155114355,71685.52155114355,0.0
216,18.0,26721.128213615553,27530.46065780778,11815.618200866758,17954.47477938947,24620.552299867446,34356.72361357739,53191.72306357597,26729.349775783492,9505.468473143066,71005.23442001815,71005.23442001815,0.0
217,18.083333333333332,26338.75452459298,27135.741098706134,11600.976079194148,17682.877944742,24256.63318188993,33860.750970431865,52522.63310310748,26346.915508755228,9333.872092786913,70331.71144274026,70331.71144274026,0.0
218,18.166666666666668,25962.55083153845,26747.232409310604,11372.348704771714,17378.194748652983,23885.59447506736,33370.87040279763,51824.16212961999,25970.651458633907,9165.788068493288,69664.88127851959,69664.88127851959,0.0
219,18.25,25592.40453759472,26364.895905152825,11178.466434199883,17112.737011857706,23529.70240243405,32894.24702061666,51133.25143072031,25600.445035060784,9001.135901969945,69004.6733942957,69004.6733942957,0.0
220,18.333333333333332,25228.205363789202,25988.655150823506,10980.69263628952,16846.18178974855,23182.67100107779,32468.249199120546,50528.6647624872,25236.185963997275,8839.83713473963,68351.01805482444,68351.01805482444,0.0
221,18.416666666666668,24869.845295539624,25618.566922328388,10823.71361408493,16569.95921049761,22825.794350314038,32030.60145181458,49952.055813883075,24877.766233367285,8681.815291289835,67703.84631289702,67703.84631289702,0.0
222,18.5,24517.21853053312,25254.31183242118,10626.807606429833,16300.379951745766,22458.741282060782,31589.4704685774,49261.306351465195,24525.08004448699,8526.995825461509,67063.08999968991,67063.08999968991,0.0
223,18.583333333333332,24170.221427939785,24895.871658655582,10457.594859539158,16029.418156417907,22141.51495279745,31168.862507932332,48676.2493835599,24178.023761797733,8375.306067401913,66428.68171524358,66428.68171524358,0.0
224,18.666666666666668,23828.752458923056,24543.065373796635,10287.063874195283,15770.329483726948,21808.25335713002,30769.788474786186,48119.229152416,23836.495862731306,8226.67517170194,65800.55481906813,65800.55481906813,0.0
225,18.75,23492.71215841032,24195.907181903745,10130.653118059805,15500.84631233403,21502.849097280447,30371.265980217137,47468.43534365706,23500.396885525588,8081.034065939692,65178.64342087404,65178.64342087404,0.0
226,18.833333333333332,23162.003078088368,23854.064043938775,9961.120324853006,15253.682843439976,21184.39906877323,29957.49634272831,46871.36339667287,23169.62938535634,7938.31540317538,64562.88237142625,64562.88237142625,0.0
227,18.916666666666668,22836.5297405894,23517.616988921636,9774.676511274407,15008.162229716103,20875.4036990897,29574.795958596005,46343.04058505375,22844.097887429823,7798.453514419485,63953.207253519744,63953.207253519744,0.0
228,19.0,22516.198594834263,23186.450238986476,9613.66551476351,14771.643052875577,20566.84067367253,29128.591200951163,45713.1766865227,22523.708844742945,7661.384363700123,63349.55437307484,63349.55437307484,0.0
229,19.083333333333332,22200.917972500683,22860.427520542587,9441.46535344431,14536.934281990592,20258.257330176435,28709.491655787515,45096.380968473306,22208.37059215928,7527.045502833559,62751.860750350446,62751.860750350446,0.0
230,19.166666666666668,21890.59804558529,22539.48827782258,9273.360115438049,14302.169167420478,19935.825001109475,28355.37257162124,44517.67108562249,21897.993304238284,7395.376028420808,62160.064111273714,62160.064111273714,0.0
231,19.25,21585.150785029025,22223.499768002206,9103.752284777062,14073.69158028711,19650.049117574843,27954.334985962912,43967.73556863565,21592.48895593921,7266.316540719059,61574.10287888423,61574.10287888423,0.0
232,19.333333333333332,21284.4899203766,21912.41333733562,8939.283008349785,13872.715374352494,19367.727340699425,27538.545331628105,43428.34050957776,21291.771279199664,7139.8091019951735,60993.916164891176,60993.916164891176,0.0
233,19.416666666666668,20988.530900441478,21606.219520349783,8794.503851862024,13666.107476492723,19071.357752573094,27178.625150091128,42909.754096797595,20995.75572559993,7015.797197788713,60419.44376134187,60419.44376134187,0.0
234,19.5,20697.190854948767,21304.76193092316,8633.43870093523,13430.779671754637,18776.984004938655,26815.790213994584,42348.37374200194,20704.35942745568,6894.2256984626565,59850.626132399964,59850.626132399964,0.0
235,19.583333333333332,20410.38855712915,21007.981592668868,8482.341691942123,13221.851776620435,18494.35686347914,26456.837356684417,41892.09429882152,20417.501160378233,6775.040822044971,59287.404406231835,59287.404406231835,0.0
236,19.666666666666668,20128.044387237904,20715.736081567033,8334.536562684962,13013.365570786173,18225.805701321344,26102.78210275936,41412.486306527564,20135.101307082765,6658.190098257458,58729.72036699963,58729.72036699963,0.0
237,19.75,19850.034732480315,20428.015942388312,8192.417915804746,12810.776379768902,17970.997791721726,25739.033863943852,40879.464057357385,19857.036234818173,6543.607310942383,58177.25794059243,58177.25794059243,0.0
238,19.833333333333332,19580.99971412669,20147.165400198726,8069.362097191167,12613.264131521213,17730.98985432461,25416.237666793833,40423.67407831213,19587.947739944855,6432.895970311256,57629.71456848587,57629.71456848587,0.0
239,19.916666666666668,19320.49380366365,19875.36298656387,7915.125356960196,12418.572516470678,17483.081251234238,25112.145282082576,39933.99947266331,19327.390250862518,6325.849889918757,57086.80080587879,57086.80080587879,0.0
240,20.0,19067.86220958709,19612.07755988475,7781.809111221693,12242.43851849268,17242.8486295431,24774.432932921016,39464.311724983185,19074.709184299307,6222.124902131654,56548.487959605896,56548.487959605896,0.0
241,20.083333333333332,18822.846633526555,19356.80618382472,7651.15419015325,12059.11517493259,16996.806490860683,24471.5870139108,39028.17072468504,18829.64618971074,6121.592629040237,56014.74731412933,56014.74731412933,0.0
242,20.166666666666668,18585.24152534651,19109.291507785107,7528.864724565145,11877.313549692417,16757.425173309493,24162.341676994776,38617.15780848587,18591.9956881137,6024.1525368313105,55485.79205829891,55485.79205829891,0.0
243,20.25,18350.909685390117,18867.270146744813,7418.9682717633395,11712.570623290336,16540.50345817127,23841.780002029867,38210.067046063356,18357.61858250077,5928.435245249317,54961.823259232115,54961.823259232115,0.0
244,20.333333333333332,18119.841726009556,18628.425260817425,7307.987685641822,11553.82099003036,16310.132598104981,23564.431205157452,37767.55589730641,18126.50550982829,5834.420109060848,54443.030237870196,54443.030237870196,0.0
245,20.416666666666668,17891.98707685106,18392.692194943862,7192.341946954243,11380.305276503566,16083.009453359518,23289.578557114477,37372.42301272496,17898.60590154075,5742.073530786204,53929.35886490189,53929.35886490189,0.0
246,20.5,17667.296040919962,18160.11348518342,7088.797470949799,11216.891448188268,15862.007686074632,22989.741367043818,36975.098205927934,17673.870063306756,5651.362642545857,53420.75561754182,53420.75561754182,0.0
247,20.583333333333332,17445.71977780458,17930.650213629993,6989.022616207306,11053.167900476803,15653.160193554297,22696.962486708813,36605.404368197254,17452.24915776235,5562.255288635091,52917.16757217632,52917.16757217632,0.0
248,20.666666666666668,17227.210287256807,17704.348105595163,6890.337009077255,10895.895899541889,15442.408617722176,22419.381776126997,36243.13976300343,17233.695186429883,5474.7200081698265,52418.54239710648,52418.54239710648,0.0
249,20.75,17011.72039312102,17481.22345582522,6781.368704903129,10751.973348246793,15237.481582249686,22154.293021372127,35859.49386966875,17018.160975224997,5388.726019199588,51924.8283453869,51924.8283453869,0.0
250,20.833333333333332,16799.20372760323,17261.11162835848,6674.298113376368,10596.787764208722,15033.862233527907,21851.711820742243,35450.80151117584,16805.600159418264,5304.24320294951,51435.974247758684,51435.974247758684,0.0
251,20.916666666666668,16589.614715872514,17044.099251479292,6566.057806638207,10453.105174548667,14831.08741519214,21568.85314440599,35036.51697002,16595.967165568887,5221.242087408213,50951.92950567544,50951.92950567544,0.0
252,21.0,16382.908560986998,16830.059429122277,6472.661342948491,10306.399843552523,14634.151009806283,21301.125777745012,34697.8684581088,16389.217198563743,5139.693832827739,50472.64408442096,50472.64408442096,0.0
253,21.083333333333332,16179.041229136928,16618.804417191124,6366.632217616239,10157.592358052769,14432.408673615262,21023.371918633922,34273.61387625313,16185.30622645205,5059.570216807281,49998.068506317104,49998.068506317104,0.0
254,21.166666666666668,15977.969435197423,16410.368865833567,6277.0268832266365,10005.31724915619,14246.169711156874,20772.203572938015,33915.04235940331,15984.190965812442,4980.843619823338,49528.15384402088,49528.15384402088,0.0
255,21.25,15779.650628583799,16204.721833983012,6172.5993811802,9884.92246015241,14059.090749318882,20485.246314380383,33553.73116608554,15785.828868673409,4903.487011514156,49062.85171390911,49062.85171390911,0.0
256,21.333333333333332,15584.042979402493,16001.848972248888,6075.7286617598475,9742.59015900955,13866.737214505902,20230.900803528144,33193.89695890195,15590.178107867028,4827.473936735277,48602.11426954973,48602.11426954973,0.0
257,21.416666666666668,15391.105364890784,15801.796532137794,5994.007442672711,9611.687708283962,13677.17685925429,19990.433010783898,32861.748034600176,15397.197562431264,4752.778501890952,48145.89419525823,48145.89419525823,0.0
258,21.5,15200.797356138706,15604.421829586867,5902.25597256851,9475.393943830644,13507.428458817423,19771.139190652866,32501.807105910862,15206.84680467515,4679.3753620320185,47694.14469973829,47694.14469973829,0.0
259,21.583333333333332,15013.079205086668,15409.572548912725,5809.853755045171,9336.712004919596,13327.104040458164,19524.05982999464,32118.502883874487,15019.08608736155,4607.239708229689,47246.81950980517,47246.81950980517,0.0
260,21.666666666666668,14827.911831792519,15217.39584954985,5721.335853222312,9212.0185942948,13145.712478090209,19295.34638217036,31743.858025318576,14833.876331770714,4536.347255452583,46803.8728641908,46803.8728641908,0.0
261,21.75,14645.256811961895,15027.746679076388,5635.474091666207,9084.052586143414,12971.9973305386,19041.21416196655,31365.81007283171,14651.179115265044,4466.674230515676,46365.259507429415,46365.259507429415,0.0
262,21.833333333333332,14465.076364735887,14840.664802005154,5555.201661606975,8961.619955477683,12808.416267656907,18800.47787207018,31036.83759525775,14470.956659279735,4398.197360381149,45930.934683822576,45930.934683822576,0.0
263,21.916666666666668,14287.333340730149,14656.1486847505,5476.813250096435,8833.739125432752,12637.039837101984,18576.918144907417,30703.345208638882,14293.171815654816,4330.893860171855,45500.8541314824,45500.8541314824,0.0
264,22.0,14111.991210319818,14474.17020416776,5399.027696300088,8704.523847777486,12481.866303137667,18339.632287580356,30364.83551652358,14117.78805621558,4264.741422386653,45074.97407645204,45074.97407645204,0.0
265,22.083333333333332,13939.014052164644,14294.577304295262,5316.78609322826,8584.31719329065,12318.89528015974,18122.964556273557,30034.850101718985,13944.769459768095,4199.718205534408,44653.25122690205,44653.25122690205,0.0
266,22.166666666666668,13768.366541968926,14117.359885623884,5234.1417206931155,8468.163618758583,12161.318454826076,17896.629824118696,29728.520890325955,13774.080703394115,4135.802824267071,44235.642767402,44235.642767402,0.0
267,22.25,13600.013941470996,13942.357258885148,5154.763067118619,8343.44513834229,11992.544215701659,17690.480431352364,29437.39645025646,13605.687049859704,4072.974338528577,43822.106353265764,43822.106353265764,0.0
268,22.333333333333332,13433.922087657073,13769.686209362975,5081.964699300517,8224.741484889046,11834.186332765556,17474.195802457052,29063.5410780946,13439.554338006508,4011.212243791705,43412.60010496987,43412.60010496987,0.0
269,22.416666666666668,13270.057382194478,13599.316956156632,5013.5067016758685,8112.163859065093,11682.506617551724,17275.416699159457,28727.537026432798,13275.648970773596,3950.4964607667243,43007.08260264367,43007.08260264367,0.0
270,22.5,13108.3867810793,13431.288103145096,4943.193613467779,7998.7558157003195,11527.15480942469,17043.990530240866,28420.639213084978,13113.937905075043,3890.8073258471845,42605.51288063037,42605.51288063037,0.0
271,22.583333333333332,12948.877784493736,13265.409454930545,4866.209454365591,7889.68895003656,11382.673982621167,16853.77193241702,28122.551477180878,12954.388641125577,3832.125581564852,42207.85042211795,42207.85042211795,0.0
272,22.666666666666668,12791.498426868431,13101.798892464716,4789.087342916968,7782.648276776119,11236.13789911126,16669.942623560466,27809.43038859217,12796.969214161294,3774.4323679231125,41814.05515383894,41814.05515383894,0.0
273,22.75,12636.217267145288,12940.342785438874,4719.947202767483,7680.9110320171285,11095.165855142448,16467.90486972346,27481.46232563977,12641.648183836862,3717.7092132025296,41424.087440838186,41424.087440838186,0.0
274,22.833333333333332,12483.00337923626,12781.031564804014,4652.195387465794,7568.392499677491,10950.397865248146,16253.95429974002,27166.026986541365,12488.39462509975,3661.9380253644817,41037.90808130752,41037.90808130752,0.0
275,22.916666666666668,12331.826342673856,12623.776070591566,4589.396750954745,7462.473227181165,10804.709284694123,16042.843694069486,26859.899721940525,12337.178119141769,3607.10108363107,40655.47830148659,40655.47830148659,0.0
276,23.0,12182.656233449059,12468.643767774443,4525.823486123327,7362.583347902569,10659.936735302863,15844.026539691451,26563.265943143404,12187.968742907096,3553.181029794424,40276.7597506287,40276.7597506287,0.0
277,23.083333333333332,12035.463615032593,12315.514126262531,4466.820550714779,7257.573672966503,10515.272798127353,15654.30334034597,26276.422387654653,12040.737060382435,3500.160860198881,39901.71449603095,39901.71449603095,0.0
278,23.166666666666668,11890.219529575457,12164.38193487631,4406.415697968761,7153.090951290327,10379.832217872749,15456.721937085671,25967.008843310203,11895.454114235772,3448.023917966516,39530.30501812769,39530.30501812769,0.0
279,23.25,11746.895489284832,12015.170357787496,4340.163823383308,7058.276321615592,10245.685956070358,15270.804877194103,25672.572768025337,11752.091417185437,3396.753885282465,39162.494205646435,39162.494205646435,0.0
280,23.333333333333332,11605.463467971505,11867.897520800752,4275.454986798211,6971.205046331285,10126.947580995107,15090.741330037808,25399.753235575983,11610.620943301297,3346.3347757969436,38798.245350825375,38798.245350825375,0.0
281,23.416666666666668,11465.895892765066,11722.537003691723,4216.420216063276,6875.688588021589,10006.826379354308,14888.80191681279,25145.300190922928,11471.015120021197,3296.7509273668334,38437.52214469156,38437.52214469156,0.0
282,23.5,11328.165635993222,11579.072365641465,4153.902197018558,6782.886359903979,9874.668618376716,14701.190722427418,24887.36012598751,11333.246820623726,3247.986995055736,38080.288672399096,38080.288672399096,0.0
283,23.583333333333332,11192.246007221664,11437.521048526558,4103.530232280507,6686.913393278977,9755.434521890696,14534.664142166499,24610.833293166506,11197.289355280162,3200.0279438506905,37726.50940862632,37726.50940862632,0.0
284,23.666666666666668,11058.110745450993,11297.828719275925,4037.879582171792,6599.017938569462,9633.352570979983,14372.202875009529,24304.0159711415,11063.11646274628,3152.8590416888537,37376.149213031276,37376.149213031276,0.0
285,23.75,10925.734011467313,11159.93921579488,3987.002680619479,6508.579934880587,9507.37002727887,14190.569092353988,24011.38606202632,10930.702304259683,3106.4658532327167,37029.173325764605,37029.173325764605,0.0
286,23.833333333333332,10795.090380343154,11023.867837257341,3924.8362357708334,6422.43857440102,9383.665733109707,14015.2803383781,23771.927740549705,10800.02145551779,3060.834233209811,36685.547363039164,36685.547363039164,0.0
287,23.916666666666668,10666.15483408549,10889.51146224922,3875.1086867232407,6337.620625779107,9273.65763479244,13843.604743729858,23469.492491717636,10671.04889894927,3015.950319951066,36345.237312755504,36345.237312755504,0.0
288,24.0,10538.902754427698,10756.964921454499,3817.3180350442085,6252.114860676582,9160.01861725103,13676.98518181116,23202.27066299432,10543.760016403796,2971.800529159237,36008.20953018244,36008.20953018244,0.0
289,24.083333333333332,10413.309915762335,10626.134913848817,3765.0277844060492,6168.474615852828,9047.914904342124,13506.91830188372,22937.518216225144,10418.130582074506,2928.371547850354,35674.43073369203,35674.43073369203,0.0
290,24.166666666666668,10289.352478211744,10496.917554819305,3711.633030218923,6086.970805393621,8936.19367727902,13335.204206442406,22703.594365397337,10294.136756793596,2885.650328784793,35343.86800054815,35343.86800054815,0.0
291,24.25,10167.006980833517,10369.433010565368,3659.5336827755445,6006.757129153091,8815.037622008163,13180.471136954842,22475.3686858838,10171.755079619747,2843.624084237053,35016.48876274797,35016.48876274797,0.0
292,24.333333333333332,10046.25033495795,10243.647342439936,3608.3982315485528,5926.655531505368,8689.877751589209,13024.724473112827,22265.762733305728,10050.962461948831,2802.2802805760934,34692.26080291558,34692.26080291558,0.0
293,24.416666666666668,9927.059817654652,10119.508344441003,3556.784690621593,5847.948534876396,8583.504735753679,12864.497332978663,22013.898613426125,9931.736180806285,2761.6066327109143,34371.15225024712,34371.15225024712,0.0
294,24.5,9809.413065325609,9996.970340294607,3506.859765965874,5773.508045839578,8472.591007830251,12714.771975871023,21769.985631355547,9814.053872748527,2721.5910988000282,34053.131576506596,34053.131576506596,0.0
295,24.583333333333332,9693.288067421954,9876.0029435371,3449.7316439861984,5690.729273200889,8363.950740618227,12576.98427703968,21528.718744081605,9697.893527344831,2682.221874935167,33738.16759207181,33738.16759207181,0.0
296,24.666666666666668,9578.663160281872,9756.556570810317,3403.9383823202606,5611.792962827691,8259.812367506096,12416.8104756865,21290.047405145706,9583.233480997596,2643.4873900086873,33426.22944202967,33426.22944202967,0.0
297,24.75,9465.517021087062,9638.634395262763,3353.977565897274,5537.3687594969315,8160.581040617171,12269.172739246718,21044.41713687895,9470.052410928767,2605.376300713862,33117.28660232019,33117.28660232019,0.0
298,24.833333333333332,9353.824204797023,9522.195471948151,3309.852413532012,5465.525879044362,8063.635341158129,12114.953107063237,20833.655887949317,9358.324868747977,2567.876262713936,32811.308875928626,32811.308875928626,0.0
299,24.916666666666668,9243.56424631605,9407.281767862956,3262.1772043531832,5394.778871784898,7960.832959871661,11980.631644875655,20636.655381804478,9248.030389438925,2530.9764373297758,32508.26638912483,32508.26638912483,0.0
300,25.0,9134.716997898333,9293.818281702228,3212.329044906736,5320.9816856878415,7858.874081471182,11830.190696955975,20400.64309101952,9139.148825292195,2494.666196932342,32208.12958774962,32208.12958774962,0.0
301,25.083333333333332,9027.262623724675,9181.747864808252,3163.3888003167676,5249.6272339930365,7760.399116672219,11701.028551350368,20173.794089302537,9031.660340503387,2458.9323366562985,31910.86923354708,31910.86923354708,0.0
302,25.166666666666668,8921.181594581121,9071.116196213788,3116.1366093934735,5187.485113013348,7664.270094256077,11565.161285349828,19905.893402724818,8925.545405882602,2423.7647717087566,31616.456400542458,31616.456400542458,0.0
303,25.25,8816.458809730708,8961.95975610597,3069.833651251628,5110.325618700419,7568.169766221639,11433.342629942994,19673.152873488452,8820.788923065798,2389.154729129909,31324.86247146497,31324.86247146497,0.0
304,25.333333333333332,8713.075159218959,8854.166202456672,3028.790413582656,5036.8324567033,7473.562080796521,11302.279977929962,19483.25553391724,8717.371781849575,2355.09244908065,31036.059134214833,31036.059134214833,0.0
305,25.416666666666668,8611.011829859344,8747.724182078595,2989.369666789196,4970.6628336443055,7381.484837250016,11167.168146309725,19261.522759964497,8615.275168737406,2321.5683592351993,30750.01837837409,30750.01837837409,0.0
306,25.5,8510.25030014414,8642.643787598097,2950.1394012336186,4903.715548456512,7288.70189407894,11021.614006302003,19048.737067042533,8514.480562085906,2288.5730709147524,30466.712491760434,30466.712491760434,0.0
307,25.583333333333332,8410.772335251386,8538.915754839192,2907.475667912566,4837.906696744869,7200.170852231704,10879.094226529334,18840.914554705443,8414.96972689645,2256.097375188629,30186.114057023675,30186.114057023675,0.0
308,25.666666666666668,8312.559982145984,8436.468882053148,2866.638481672465,4777.646548830391,7108.583318215988,10753.077551702932,18627.092475979633,8316.72470954826,2224.132239022595,29908.19594828408,29908.19594828408,0.0
309,25.75,8215.595564772973,8335.3637151968,2823.2322568025343,4716.985313780284,7016.4756316654475,10633.360078370955,18413.35970967518,8219.727833597795,2192.6688017736287,29632.93132781218,29632.93132781218,0.0
310,25.833333333333332,8119.861679341082,8235.571342970166,2785.3766362466818,4654.554135255901,6933.19369194623,10500.581723178368,18207.569383712445,8123.961695009296,2161.6983715896085,29360.29364274939,29360.29364274939,0.0
311,25.916666666666668,8025.3411896947,8137.030572488818,2748.3973294707234,4593.873832899624,6842.123715108262,10372.805413636526,18006.440564067518,8029.409157434523,2131.2124218797076,29090.25662186895,29090.25662186895,0.0
312,26.0,7932.0172227724615,8039.717607058258,2712.478110964025,4535.662307669655,6754.663326329052,10256.275513965124,17777.200793691474,7936.053347440444,2101.2025878274467,28822.794272376617,28822.794272376617,0.0
313,26.083333333333332,7839.873164150648,7943.621087068975,2674.456351261797,4475.009577125717,6667.433486316569,10134.173292807376,17577.64433973569,7843.87765003114,2071.660663036927,28557.88087675059,28557.88087675059,0.0
314,26.166666666666668,7748.892653669686,7848.73563435951,2634.3470089283787,4417.280968851071,6585.9354311114585,10019.567400446263,17404.197488635193,7752.865704333263,2042.578596275534,28295.490989620197,28295.490989620197,0.0
315,26.25,7659.05958114204,7755.029038698076,2598.4182333851877,4361.265169663693,6500.9624071430035,9906.15247171509,17178.834811942263,7663.001399928882,2013.9484884384096,28035.599434682717,28035.599434682717,0.0
316,26.333333333333332,7570.358082139828,7662.495210893583,2564.585502116708,4312.410161038483,6421.953621246061,9787.903739550487,16973.866077313418,7574.268872109395,1985.7625892781853,27778.18130165794,27778.18130165794,0.0
317,26.416666666666668,7482.772533860564,7571.141726799199,2533.259706890872,4255.124873706356,6352.442766603428,9678.46522772044,16780.22752537056,7486.6524975671655,1958.0132943007548,27523.2119432799,27523.2119432799,0.0
318,26.5,7396.287551069405,7480.932961541216,2507.1400409984326,4201.68756416964,6275.772327617418,9562.384802183724,16619.101927954463,7400.136890348415,1930.6931417780402,27270.66697232535,27270.66697232535,0.0
319,26.583333333333332,7310.887982116382,7391.865284012306,2476.07262760329,4141.814716948209,6197.306001776724,9457.352614605701,16462.03866538588,7314.706898187261,1903.7948099069304,27020.522258678364,27020.522258678364,0.0
320,26.666666666666668,7226.558905027078,7303.95679054321,2444.245076379641,4090.0742880090665,6129.463784158221,9350.94652506083,16298.992270478697,7230.347598569878,1877.3111139426971,26772.753926430778,26772.753926430778,0.0
321,26.75,7143.285623665281,7217.144960729536,2412.3656784711347,4037.578752929045,6052.505228590569,9241.819331726345,16129.458157050212,7147.0442947831025,1851.2350033731846,26527.338351017854,26527.338351017854,0.0
322,26.833333333333332,7061.053663966144,7131.427907327073,2375.2216800780666,3987.696985760933,5980.309113634359,9134.42753848722,15927.785755778774,7064.7825120919615,1825.5595591703752,26284.252156388728,26284.252156388728,0.0
323,26.916666666666668,6979.848770238456,7046.84016689381,2338.55284172668,3938.7742496531596,5909.600580830387,9029.792005769272,15728.753224233895,6983.5479942415,1800.2779911683244,26043.47221221123,26043.47221221123,0.0
324,27.0,6899.656901534616,6963.313787311488,2309.7879948656773,3890.0669287046608,5836.3795897366435,8928.815455075555,15512.481510196614,6903.326699738286,1775.3836354251723,25804.975631110592,25804.975631110592,0.0
325,27.083333333333332,6820.464228086957,6880.842237259616,2280.2358912767613,3841.8190891479812,5764.571806056102,8826.417141004122,15301.716606561371,6824.104798589637,1750.8699517434113,25568.739765941576,25568.739765941576,0.0
326,27.166666666666668,6742.257127809098,6799.39863626094,2246.637180457219,3794.8945651219187,5694.1568212040365,8719.059257044533,15115.503987288226,6745.868668126863,1726.7305209940662,25334.74220709368,25334.74220709368,0.0
327,27.25,6665.022182861021,6719.003438922385,2217.8172285718742,3745.2230989371956,5621.4566629115025,8622.544769771052,14963.331155836453,6668.604889928151,1702.9590427628382,25102.960779828805,25102.960779828805,0.0
328,27.333333333333332,6588.746176276595,6639.627384163565,2188.4971381861096,3694.830668716198,5556.206516845557,8521.157812351848,14770.228404865478,6592.300246327392,1679.5493329269639,24873.373541651184,24873.373541651184,0.0
329,27.416666666666668,6513.416088652316,6561.260957107559,2163.509539741613,3643.8460542991443,5486.837696251809,8423.881294060182,14631.934879101304,6516.941717102226,1656.4953213148144,24645.958779709,24645.958779709,0.0
330,27.5,6439.019094896037,6483.920214054429,2130.6779676193664,3594.7773351480337,5421.398561666652,8323.492746077909,14497.121532912555,6442.516476495618,1633.791049485895,24420.695008227274,24420.695008227274,0.0
331,27.583333333333332,6365.542561034504,6407.539167616701,2102.3661183621316,3545.271259549666,5353.186749260609,8228.771771724094,14365.767595551266,6369.011889496952,1611.4306683574112,24197.560965971737,24197.560965971737,0.0
332,27.666666666666668,6292.974041078524,6332.10264807024,2074.4066989446133,3501.221415629059,5287.29928587348,8132.693626751849,14213.084575053928,6296.415509410965,1589.4084361919909,23976.535613743134,23976.535613743134,0.0
